spot_name,region,richness,tags,summary,address,video_id,views,keywords
홀츠,제주시내,low,베이커리,,,AzdoJjn_cyA,10740,제주 베이커리 카페
홉히커피,제주시내,low,로컬,,,KWkE3sKhwzI,6285,제주시 카페|제주 조용한 카페
후우,제주시내,mid,브런치|디저트,"브런치 수플레, 토마토에이드, 스모어핫초코 등 브런치 메뉴가 소개되어 있으며 수플레를 추천한다고 적혀 있습니다.",,_dliUnIgFWU,4720,제주 베이커리 카페
흘(heul),제주시내,low,,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
,조천,low,,,,KUq93CBZoX0,509,조천 카페
5L2F,조천,low,브런치|디저트,남프랑스 시골집 느낌의 인테리어가 돋보이는 카페.,,oRpXLcs3rxg,442,조천 카페
5L2F,조천,low,,,,AgB9BaHNZ3Q,54,조천 카페
Mandi Wasan Cafe,조천,mid,감성,"제주 감성 가득한 분위기와 조용한 힐링 무드, 사진 찍기 좋은 공간을 소개하는 카페.",,1QDbVuZOmJM,31,조천 카페
So much more (쏘머치모어),조천,mid,디저트,구옥감성의 디저트 카페로 사장님이 직접 만드는 몽블랑을 제공하며 북촌포구를 바라보며 이용할 수 있음.,,6YtBULI04Ck,678,조천 카페
교래향 조천 에코랜드 본점,조천,high,,,제주 제주시 조천읍 비자림로 638 1층,Sozt3btJBkQ,44214,제주 감성 카페
글로시 말차,조천,high,디저트,,제주 제주시 조천읍 조함해안로 112 GLOSSY MATCHA,SrFxvaKAe_k,138484,애월 카페|한림 카페|한림 맛집|협재 카페|함덕 카페|월정리 카페|월정리 맛집|성산 카페|표선 카페|서귀포 카페|제주 오션뷰 카페|제주 감성 카페|제주 브런치 카페|제주 조용한 카페|곽지 카페
글로시말차,조천,high,디저트,,제주 제주시 조천읍 조함해안로 112,aE0ghLICcXo,3727,협재 카페
길갈 팜 랜드,조천,high,,,제주 제주시 조천읍 남조로 1785-12,Sozt3btJBkQ,44214,제주 감성 카페
나만 알고 싶은 카페,조천,low,,,,UZbC4hSdhKA,62117,조천 카페
나와산,조천,high,애견동반,"카페 입구 주차가능. 영업시간과 휴무, 라스트오더 정보가 본문에 있음 (목~화 10:00-18:00, 수요일 정기휴무, 17:30 라스트오더).",제주 제주시 조천읍 미래로 99,ICY3hUu1o-0,3612,제주 애견동반 카페
나와산,조천,low,디저트,,,Pi_iTIFOpaM,300,조천 카페
낭뜰에 쉼팡,조천,low,,,,4cRqe0Iqmh0,44350,함덕 맛집|월정리 맛집|조천 카페
델문도,조천,high,오션뷰|주차편함,오션뷰 카페. 무료 주차 가능(카페 바로 옆 공터 이용).,제주특별자치도 제주시 조천읍 조함해안로 519-10,SZ5Q6_6TVw8,2114,한림 카페|협재 카페|제주 오션뷰 카페
도그모루,조천,low,애견동반,,,RWs4REzQGYo,593,제주 애견동반 카페|조천 카페
도토관,조천,low,조용함|북카페,,,XrLTMXR5-Zs,313,조천 카페
딜레탕트,조천,low,브런치|키즈친화,,,qP5VOtLD0CI,2994,조천 카페
레미콘베이커리,조천,low,베이커리|대형,,,i3Nwv47OWaQ,1678,조천 카페
루인홈,조천,high,,,제주시 조천읍 중산간동로 804-64 루인홈,3KTCpixEn7o,66496,함덕 카페
말차카페,조천,low,디저트,,,UZbC4hSdhKA,62117,조천 카페
맥파이 브루어리,조천,low,,,,4cRqe0Iqmh0,44350,함덕 맛집|월정리 맛집|조천 카페
먀 MYA,조천,mid,,고양이가 많고 소품샵이 함께 있는 카페.,,PsCTipWlT-w,58386,김녕 카페
무우수 커피 로스터스,조천,low,,,,3VwRWbrDjbs,398,조천 카페
바당,조천,low,,,,1vkU0ypUqLk,52,조천 카페
베카신,조천,high,,,제주 제주시 조천읍 우진오름길 144 1층,3KTCpixEn7o,66496,함덕 카페
보라지붕,조천,low,애견동반,,,RWs4REzQGYo,593,제주 애견동반 카페|조천 카페
부이크,조천,high,브런치|베이커리,로스터스 카페로 커피 맛집이며 세모 영수증 제시 시 할인 제공.,,PsCTipWlT-w,58386,김녕 카페
비케이브,조천,low,감성,,,h3iJ_5vG8B0,130,조천 카페
비케이브 (Bee cave),조천,high,주차편함|애견동반,"주차 가능, 야외에서 반려동물 동반 가능합니다.",제주 제주시 조천읍 동백로 122,Rn7q2JLUqb4,79313,제주 카페
사슴책방,조천,high,,예쁜 정원과 소품이 있는 책방카페.,제주 제주시 조천읍 대흘리 1514-15,g_LgFH7sd-c,2010,제주 카페|함덕 카페|제주시 카페|제주 브런치 카페
세모,조천,mid,디저트,간단한 간식으로 먹기 좋고 오니기리 가격이 부담스럽지 않음.,,PsCTipWlT-w,58386,김녕 카페
스윗한,조천,high,디저트,,제주 제주시 조천읍 와산리 1559-1,Sozt3btJBkQ,44214,제주 감성 카페
신천구옥,조천,low,감성,,,EjvCYPiKmfY,254,조천 카페
신천구옥,조천,low,,,,xg1Bc8PZv_A,304,조천 카페
신촌구옥,조천,low,감성,,,7KUqo-of9gY,189,조천 카페
신촌리 베이커리 카페,조천,low,베이커리,,,Aw5EDeXRhmI,839,제주 베이커리 카페
아라파파,조천,high,베이커리,,제주 제주시 조천읍 북촌15길 60 아라파파북촌,SrFxvaKAe_k,138484,애월 카페|한림 카페|한림 맛집|협재 카페|함덕 카페|월정리 카페|월정리 맛집|성산 카페|표선 카페|서귀포 카페|제주 오션뷰 카페|제주 감성 카페|제주 브런치 카페|제주 조용한 카페|곽지 카페
아우아우,조천,low,애견동반,,,RWs4REzQGYo,593,제주 애견동반 카페|조천 카페
아이러브눅,조천,high,조용함|통창,"잔잔한 음악과 큰 창으로 보이는 자연 풍경이 있어 사색하기 좋은 조용한 분위기의 북카페로, 1층에서 책을 고르고 2층 창가에 앉아 읽을 수 있음.",제주 제주시 조천읍,vQibFqAJ42k,339,조천 카페
야원,조천,high,전통찻집|조용함,"제주 곶자왈을 품은 고즈넉한 한옥카페로, 아메리카노 6,000원, 영업시간 11:00~18:00(목요일 휴무).",제주시 조천읍 번영로 1218,FoZd5NtRp4g,189368,제주 카페|월정리 카페|제주시 카페|제주 조용한 카페|조천 카페
야원,조천,low,,,,hKTI2AmoTkU,515,조천 카페
어반정글,조천,low,,,,4cRqe0Iqmh0,44350,함덕 맛집|월정리 맛집|조천 카페
여누카페,조천,high,대형|애견동반|야외석|디저트|브런치,사려니숲길 방향의 대형카페로 1층·2층 모두 이용 가능하고 애견동반 및 야외정원이 잘 가꿔져 있음. 수제음료와 디저트(빵·케이크)가 제공됨. 영업시간 아침 7시~오후 7시.,제주 제주시 조천읍 남조로 1842 1층 여누카페,PAqBEjqJkjk,895,제주 대형카페
오션컬러,조천,low,오션뷰|애견동반,,,RWs4REzQGYo,593,제주 애견동반 카페|조천 카페
오우너스원,조천,high,감성,따뜻한 우드 톤에 LP 감성 가득한 카페.,제주 제주시 조천읍 비자림로 422-2,szeCj-xVgQk,350,조천 카페
우동카덴,조천,high,주차편함|애견동반,"영업시간과 휴무, 주차장 있음 정보가 본문에 있음 (목~월 10:00-18:00, 화·수 정기휴무).",제주 제주시 조천읍 교래3길 23,ICY3hUu1o-0,3612,제주 애견동반 카페
이녁이랑,조천,low,,,,75OImyd-ZTE,988,조천 카페
자드부팡,조천,low,,,,DTR6o8BdYjk,319,조천 카페
자연장 _ 무료카페,조천,mid,야외석,"조천진성에서 용천수 탐방길로 가는 길 초입부에 위치한 무료카페(에어컨 없음, 화장실 사용 가능하나 배변 금지).",,_I1HKJL9nmg,2164,조천 카페
작은방,조천,low,감성,,,UCyzsQUPot8,53,조천 카페
제동목장 입구,조천,mid,주차편함|애견동반,별도 주차장은 없고 삼거리 갓길에 주차해야 한다는 주차 관련 정보가 본문에 있음.,제주 제주시 조천읍 교래리,ICY3hUu1o-0,3612,제주 애견동반 카페
제주갈렙카페,조천,low,,,,PO02uyofSlM,77,조천 카페
제주갈렙카페,조천,low,로컬,,,ewHUmIdOF98,299,조천 카페
젤라떼리아 섬,조천,high,디저트|베이커리,블루리본 젤라또를 판매하는 젤라또 전문 카페.,제주 제주시 조천읍 비자림로 422-2,szeCj-xVgQk,350,조천 카페
조천 로스터리 카페,조천,mid,오션뷰|베이커리,"모닝커피와 소금빵, 로스터리 카페로 소개됨.",,UZbC4hSdhKA,62117,조천 카페
조천 카페,조천,low,,,,4PxNI4zfs9U,632,조천 카페
조천 카페,조천,low,,,,5ZWBhRyuhzk,699,조천 카페
조천의 카페(계획안),조천,mid,오션뷰,바다 앞에 위치한 카페로 조망과 빛을 고려해 설계한 계획안입니다.,,Zwz_2WEhfms,79,조천 카페
집나간거북이,조천,high,야외석|베이커리|브런치|디저트,"감귤밭이 있는 캠핑 감성의 야외 테이블과 의자가 있어 아이들과 가기 좋은 카페이며 크로플·마늘바게트(등껍빵) 등이 유명하다. 영업시간 10:00–20:00, 격주 일요일 휴무.",제주 제주시 조천읍 와선로 164-5,bDEHxTAIH8M,1006,함덕 카페
카페 동백,조천,high,오션뷰|조용함|통창|디저트,"큰 창문(액자처럼 뚫린 커다란 창문) 뷰와 따뜻한 나무 톤 인테리어, 진한 에스프레소 기반 시그니처 커피와 기본에 충실한 디저트를 제공하며 비교적 붐비지 않아 차분하게 머물기 좋다.",제주 제주시 조천읍,hCcSRyDxSSg,1414,조천 카페
카페 말로,조천,low,애견동반,,,RWs4REzQGYo,593,제주 애견동반 카페|조천 카페
카페 바당,조천,high,노을|감성,노을 뷰가 매우 아름답고 아기자기한 분위기로 사진 찍기 좋으며 앞에 작은 바닷길이 있다.,제주 제주시 조천읍 조천7길 19-19 1층,_I1HKJL9nmg,2164,조천 카페
카페 잔물결,조천,mid,오션뷰|감성,본문에 카페 방문 장면(16:00)이 언급되어 있으며 영상은 조천 지역 여행으로 문맥상 조천 소재 카페로 보임.,,A1s23JHNd80,64728,조천 카페
카페갤러리 가야지,조천,low,,,,VRgsG4wrgtc,498,조천 카페
카페더콘테나,조천,low,,,,kWpaFONp30Q,1897,조천 카페
카페리커버,조천,low,베이커리|디저트,,,BMWizEVSJvg,418,조천 카페
카페점점,조천,low,디저트,바다뷰와 초당옥수수 아이스크림이 소개되는 디저트 카페.,,CN6nLnj8Y2E,922,조천 카페
트라인카페,조천,low,,,,04XDn3vNoyo,2119,조천 카페
트라인커피,조천,low,로컬,,,pJO8jIAdicI,185,조천 카페
흘 heul,조천,low,전통찻집,,,I9CxF_Xy8bo,411,조천 카페
근자씨가게,종달,low,디저트,,,Gk8VgoFHByM,33490,김녕 카페
달리센트,종달,low,감성,,,Gk8VgoFHByM,33490,김녕 카페
소심한책방,종달,low,,,,Gk8VgoFHByM,33490,김녕 카페
종달블랑,종달,low,베이커리|브런치,,,Gk8VgoFHByM,33490,김녕 카페
카페 엉물,종달,mid,감성|디저트,당근케이크가 맛있는 카페로 소개됨.,,-vrPqr7ehBM,5078,세화 카페
공회당,종달리,low,애견동반|감성,,,mX1PVBLNKHU,304,제주 애견동반 카페
공회당 (카페),종달리,low,,,,FHQ_JypWlKU,24486,월정리 카페
오늘도화창 (카페),종달리,low,,,,FHQ_JypWlKU,24486,월정리 카페
,중문,low,,,,f2Qb7v_wKZQ,5382,중문 카페|제주 브런치 카페
1225브라우니바,중문,low,디저트|베이커리,,,BEy6jwOlsFE,363,제주 카페|서귀포 카페
UDA,중문,mid,오션뷰|감성,뷰: 범섬뷰 카페로 언급됨.,,d9P7Ri8gdfU,1606,중문 맛집
감따남,중문,high,애견동반|주차편함,"영업시간과 라스트오더, 정기휴무 및 주차(입구 갓길) 정보가 본문에 있음 (화~일 10:00-17:00, 월 정기휴무, 16:30 라스트오더).",제주 서귀포시 월산로 16 1층,ICY3hUu1o-0,3612,제주 애견동반 카페
꼬떼웨스트,중문,low,베이커리,,,c8dQxX_uZeE,11791,중문 카페
나우카페 (nau CAFE),중문,high,대형|베이커리|통창|야외석,중산간에 위치한 대형 카페로 중문해변이 내려다보이며 건물 전면에 수경공간과 사방 통유리창이 있어 뷰와 좌석 특성이 돋보입니다. 가성비 좋은 커피와 제주의 맛을 담은 음료·베이커리를 제공합니다.,서귀포시 색달중앙로 162,_wnrYknV0jE,831,중문 카페
나쫌,중문,low,오션뷰,,,hcI-RqZasYg,73,중문 카페
누바비치(바다다),중문,high,오션뷰|주차편함|애견동반,인스타그램 운영 카페로 주·야간 영업하며(요일별 상이) 반려동물 동반 및 주차·단체 이용이 가능하다.,제주 서귀포시 대포로 148-15 A동,-3S9Oh275ig,10264,중문 카페|서귀포 카페|제주 오션뷰 카페
더브런치컨셉,중문,low,브런치,,,Nok-fkg8cR4,4044,중문 카페|제주 브런치 카페
더클리프,중문,high,오션뷰|주차편함,"중문 바다를 한눈에 품을 수 있는 오션뷰 카페로, 카페&펍 운영(10:00-24:00)과 푸드 제공(11:30-22:00)이 있다.",제주 서귀포시 중문관광로 154-17,-3S9Oh275ig,10264,중문 카페|서귀포 카페|제주 오션뷰 카페
더클리프,중문,low,오션뷰|노을,,,-9eK6NlIDAk,2743,중문 카페|중문 포토존
더클리프,중문,low,오션뷰,,,1p8gg-bwahQ,45874,중문 카페|중문 맛집
더클리프,중문,low,오션뷰,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
더클리프,중문,low,오션뷰,,,98yJXHTBwOU,5101,제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 노을 카페
더클리프카페,중문,low,오션뷰|노을,,,H50Zakms3oc,4313,중문 카페
두가시,중문,mid,디저트|감성,예쁜 정원과 유니크한 수제 케이크를 제공하는 제주 서귀포 중문 지역 카페.,,4vNfeImkoaw,270,중문 카페
마노 커피하우스,중문,low,감성|통창,,,1p8gg-bwahQ,45874,중문 카페|중문 맛집
마노커피,중문,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
미쁜제과,중문,low,베이커리,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
바다다카페,중문,mid,오션뷰|대형,"오션뷰, 대형 카페로 베드와 수영장, 2층 뷰 등 좌석마다 다른 전망이 있음. 음료는 평범하다는 언급이 있음.",,mp59tUVzoZM,1165,제주 오션뷰 카페
바다바라,중문,high,오션뷰|베이커리,"중문 관광단지에 위치한 베이커리 카페로 카페에서 보이는 오션뷰와 해안선을 따라 펼쳐진 전망이 특징이며, 한라봉빵을 추천한다고 소개됨.",제주 서귀포시 중문관광로72번길 29-51 바다바라 베이커리카페,PeWDJwcLhq8,235386,제주 카페|중문 카페|제주시 카페|서귀포 카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
바다바라,중문,low,오션뷰|베이커리|디저트,,,VKPxCVTRBhE,837,중문 카페
바다바라,중문,low,오션뷰|야외석,,,1p8gg-bwahQ,45874,중문 카페|중문 맛집
바다바라,중문,low,오션뷰,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
바다바라,중문,low,오션뷰,,,98yJXHTBwOU,5101,제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 노을 카페
베롱혼디,중문,low,,,,c8dQxX_uZeE,11791,중문 카페
수리코,중문,low,브런치,,,c8dQxX_uZeE,11791,중문 카페
스타벅스 제주 중문점,중문,high,키즈친화,키즈존이 마련되어 있음.,제주 서귀포시 중문관광로110번길 32,v7WxGQUrE8A,121426,서귀포 카페
스타벅스제주중문점,중문,high,오션뷰|주차편함,무지개 계단과 이색적 외관으로 알려진 중문 지점으로 매장 영업시간은 07:30-21:00이다.,제주 서귀포시 중문관광로110번길 32 (색달동),-3S9Oh275ig,10264,중문 카페|서귀포 카페|제주 오션뷰 카페
시스터필드,중문,low,베이커리,,,c8dQxX_uZeE,11791,중문 카페
아이러니 아이보리,중문,high,브런치,본문에 주소(제주 서귀포시 중문관광로72번길 100)가 명시된 중문 지역 브런치 카페.,제주 서귀포시 중문관광로72번길 100,JPVexkWBTwM,8776,제주 브런치 카페
애플망고1947,중문,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
오설록 티하우스,중문,low,전통찻집,,,QaMeV4QV8IQ,36944,중문 카페
올디벗구디,중문,high,디저트|브런치,"뷰: , 분위기: 레트로한 옛집을 개조한 분위기, 시그니처 메뉴와 가격대: 올디커피 7,000원·바게트샌드위치 10,000원·크로플 11,000원, 영업 특이사항: 정기휴무는 없으나 임시휴무가 있을 수 있어 방문 전 확인 권장.",서귀포시 일주서로 330,hEcRmGqqmho,83907,중문 카페|제주 디저트 카페
이니스프리 하우스,중문,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
이립,중문,low,전통찻집,,,c8dQxX_uZeE,11791,중문 카페
이익새양과점,중문,mid,베이커리|디저트,파운드류가 꾸덕하고 촉촉하며 크기가 큼.,,QaMeV4QV8IQ,36944,중문 카페
인스밀,중문,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
잔물결로스터스,중문,mid,감성|브런치|디저트|베이커리,친절하고 아늑한 분위기와 솔티드카라멜 마카롱이 맛있다고 언급됨.,,QaMeV4QV8IQ,36944,중문 카페
제주미향,중문,low,,,,PGL4JPZOD84,13609,중문 카페
제주운치 서귀포 중문점,중문,high,애견동반|주차편함,"영업시간과 라스트오더, 주차장 있음 정보가 본문에 있음 (매일 12:00~22:00, 라스트오더 21:00).",제주 서귀포시 중문관광로 20 2층,ICY3hUu1o-0,3612,제주 애견동반 카페
중문별장,중문,mid,웨이팅|라이브공연,"커피 오마카세(예약제) 운영, 팝업스토어·음악공연 등 각종 이벤트를 연다.",,XZ7ZBroJZaM,47516,제주 카페|함덕 카페|중문 카페|제주 조용한 카페|제주 신상 카페|제주 노을 카페|남원 카페
중문별장,중문,mid,감성|야외석,해가지면 분위기가 좋은 중문 카페로 야자수와 감성적인 조명이 돋보인다고 소개됨.,,ukerRTGDuQ0,18699,제주 카페|한림 카페|협재 카페|성산 카페|표선 카페|중문 카페|제주시 카페|서귀포 카페|제주 오션뷰 카페|제주 조용한 카페|제주 신상 카페
중문별장,중문,low,오션뷰|감성,,,KqfqzT3Q4Lk,390,중문 포토존
중문별장,중문,high,야외석|조용함,"회장님이 사용하던 별장을 개조한 카페로, 푸른 정원이 펼쳐져 있어 여유를 갖게 해줍니다.",제주 서귀포시 천제연로 337 중문별장,eaxB4oOXa9A,4171,서귀포 카페
중문별장 코쿤카페,중문,low,감성,,,EFps07RXgEA,1353,중문 카페
카페 데스틸,중문,low,,,,MO8YaAyGxVY,56750,중문 카페|중문 맛집
카페 오놀,중문,high,디저트,중문에 위치한 디저트 카페로 제주 산간에서 방목하는 젖소의 우유로 만든 빙수가 인기며 딸기빙수가 추천 메뉴다. 운영시간은 10:00~18:00이며 매주 수·목 정기휴무.,제주특별자치도 서귀포시 대포로 174 2층 카페 오놀,85Kc_voUJM0,12010,제주 디저트 카페
카페오션,중문,high,베이커리|오션뷰|디저트,"바다뷰(오션뷰)가 있는 카페로, 용암 반숙 카스테라 등 빵류와 디저트류를 판매한다.",서귀포시 중문관광로72번길 29-51,2iU39c7vf0A,4941,중문 카페|서귀포 카페
카페오션,중문,high,오션뷰|감성|베이커리|디저트|주차편함,탁 트인 오션뷰와 감성적인 분위기. 시그니처 메뉴로 소금빵 아이스크림과 화산 카스테라가 있으며 베이커리류와 다양한 음료를 제공. 전용 주차장 보유 및 반려동물 동반 가능.,제주 서귀포시 중문관광로72번길,EmozsMRFiug,4176,중문 카페|서귀포 카페|제주 오션뷰 카페
카페오션,중문,low,오션뷰,,,_kZeK9G7_IU,272,중문 카페
크래커스,중문,mid,베이커리|오션뷰,뷰: 범섬(범섬뷰)과 함께하는 오션뷰 카페로 소개됨.,,d9P7Ri8gdfU,1606,중문 맛집
터틀락카페,중문,low,,,,QaMeV4QV8IQ,36944,중문 카페
테,중문,low,,,,PGL4JPZOD84,13609,중문 카페
테라로사 중문 에코라운지 DT점,중문,low,베이커리,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
파스테이스,중문,mid,베이커리|디저트,에그타르트 맛집이라고 언급되었으나 방문 시 문 닫아서 이용 못함.,,QaMeV4QV8IQ,36944,중문 카페
플레이커피랩 중문점,중문,low,커피맛집,,,BEy6jwOlsFE,363,제주 카페|서귀포 카페
픽업 카페,중문,low,,,,kq-2Fg1cvjw,76699,제주 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 조용한 카페|제주 노을 카페
휴일로,중문,low,,,,PGL4JPZOD84,13609,중문 카페
휴일로,중문,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
5L2F,표선,low,,,,ue46DdW7TMU,1971,표선 카페|남원 카페
가시림,표선,mid,숲뷰|야외석,동백나무 숲을 품고 넓은 정원과 산책로가 어우러진 카페.,,ukerRTGDuQ0,18699,제주 카페|한림 카페|협재 카페|성산 카페|표선 카페|중문 카페|제주시 카페|서귀포 카페|제주 오션뷰 카페|제주 조용한 카페|제주 신상 카페
가시림 카페,표선,high,통창|야외석|주차편함|디저트,"4000평 규모의 숲 정원과 작은 연못, 유리온실을 갖춘 카페로 통창으로 정원 뷰를 볼 수 있으며 가든센터에서 식물·화분을 판매합니다. 입장료(성인 6,000원 등)가 있습니다.",서귀포시 표선면 녹산로5번길 171,JDoLMFWvCYc,8153,표선 카페
귤꽃다락,표선,high,디저트|로컬,"메뉴와 가격대가 본문에 있음(귤차 6,500원, 귤라떼 7,000원, 청귤무스케이크 7,500원).",제주 서귀포시 이어도로1027번길 34,ANiYmTT7LQI,177572,제주 카페|우도 포토존|제주시 카페
노바운더리,표선,low,브런치,,,sAjyukrpuVs,198,표선 카페|표선 포토존
노바운더리,표선,low,주차편함,,,v5GQCEYDtFA,268,표선 포토존
노바운더리 제주,표선,high,오션뷰|브런치|대형,"뷰맛집이며 브런치와 시그니처 메뉴(모닝세트, 매운문어파스타, 노바라떼)를 제공하고 주차 가능하다고 안내됨.",,kU22Uhrt90c,493,표선 카페
노바운더리 제주,표선,high,브런치|대형,표선에 위치한 대형 브런치 카페로 표선 해수욕장과 가까워 여행 코스에 적합합니다. 영업시간은 월-일 09:30-18:30(라스트오더 18:00)으로 표기되어 있습니다.,제주 서귀포시 표선면 번영로 2610 1층,ASfXkfg_46w,2244,표선 카페
당포로나인 카페앤브런치,표선,high,오션뷰|브런치|야외석|디저트,"바다 방향 창으로 한눈에 보이는 오션뷰와 넓은 실내·야외석, 다양한 브런치·디저트 메뉴(예: 당포로브런치 16,000원, 크로플 11,000원 등)와 넉넉한 음료량이 본문에 언급됨.",서귀포시 표선면 표선당포로 9 당포로나인 카페앤브런치,NtiVl2ZNKXI,129,표선 카페
당포로나인카페앤브런치,표선,low,브런치,,,3Kw3ZKvq5uI,767,표선 카페
목장카페 드르쿰다,표선,mid,오션뷰|야외석,제주 서귀포 표선면에 있는 목장형 카페로 야외석이 있고 목장 풍경을 즐길 수 있음.,,buWuHRs0Lok,38564,표선 카페|표선 맛집
목장카페 밭디,표선,low,감성|애견동반,,,8ELjnEdemyU,530,표선 카페
보내다제주,표선,mid,포토존,,제주 서귀포시 표선면 토산중앙로 487-134,ANiYmTT7LQI,177572,제주 카페|우도 포토존|제주시 카페
보답상점,표선,high,오션뷰|감성|베이커리|브런치|디저트,"유리온실 포토존과 우드톤 인테리어의 감성 카페로, 직접 로스팅한 원두로 내리는 핸드드립 커피를 제공한다. 영업시간은 11:00~18:00(라스트오더 17:30), 목요일 휴무, 반려견 동반 가능.",제주 서귀포시 표선면 원님로652번길 118,CFtLeTr0dCE,247,표선 포토존
빽가카페,표선,low,브런치,,,vRLt34f79a0,5377,표선 카페|제주시 카페
수망다원,표선,mid,전통찻집,비오는 날에 어울리는 다원으로 소개됨.,,zOeRsIGlYLw,316,위미 카페
엘리펀트힙,표선,low,브런치,,,i2WOtF_Hj1o,14772,표선 카페|제주 브런치 카페
오늘은녹차한잔,표선,low,감성,,,VhECb0ob7pk,5399,제주 카페|표선 카페|제주시 카페|서귀포 카페|제주 조용한 카페
제주다카포,표선,low,,,,fxkYHAedmtg,93,표선 카페
젠타일스,표선,low,,,,vbpoOZiHSyQ,7639,표선 카페
책계일주,표선,high,디저트|감성,주류와 책을 함께 즐기는 공간이며 바나나푸딩과 짜이티가 특히 맛있습니다.,제주 서귀포시 표선면 토산중앙로49번길 41 1층(진한초록건물),eaxB4oOXa9A,4171,서귀포 카페
카페 가시림,표선,low,,,,WyFmTC1HrwY,3095,표선 카페
카페 노바운더리,표선,low,,,,WyFmTC1HrwY,3095,표선 카페
카페 다카포,표선,low,,,,WyFmTC1HrwY,3095,표선 카페
카페 표선하다,표선,low,,,,S0rv9JBLOcM,4344,표선 카페
카페 표션하다,표선,low,,,,WyFmTC1HrwY,3095,표선 카페
카페보롬왓 (Cafe Boromwat),표선,high,주차편함|애견동반,"주차 가능, 반려동물 동반 가능.",제주 서귀포시 표선면 번영로 2350-104,Rn7q2JLUqb4,79313,제주 카페
카페촐,표선,low,,,,WyFmTC1HrwY,3095,표선 카페
커피가게쉬고가게,표선,high,디저트,"빙수 카페로 제주산 재료만 사용하며 표선해수욕장 바로 앞에 있다. 영업시간은 오전 11:00~오후 9:00, 라스트오더 오후 8:30, 목요일 휴무.",제주 서귀포시 표선면 민속해안로 593,L3JLP7dKmOQ,390,표선 포토존
"택하다, 커피",표선,mid,감성,"숙소 '택하다, 스테이'와 연결된 감성 공간이며 드립 커피를 제공한다.",,E2so5pxhtcg,671,표선 카페
토닥토닥,표선,high,오션뷰|베이커리|조용함|주차편함,바다뷰가 좋고 내부가 넓으며 조용하고 화장실·주차 편함.,제주 서귀포시 표선면 일주동로 6573,-1eLm7QZJCs,204,표선 카페
표선 카페,표선,low,,,,TRFkcEL4L9w,1973,표선 카페|표선 맛집
표선비치 카페 희상,표선,low,,,,jn81EGo73WA,122,표선 카페|표선 포토존
표선카페 (unspecified),표선,low,,,,v4Kw6VBACuo,699,표선 카페
표선하다,표선,low,오션뷰,,,szDlgi2Ogl4,3732,표선 카페|제주 오션뷰 카페
표선하다,표선,low,,,,r3ZRwLDrZdI,582,표선 카페
표선하다,표선,low,오션뷰|감성,,,e-e1_-r90YM,357,표선 카페|표선 포토존
표선한옥카페,표선,low,감성,,,KqQPSWUKqmg,1839,표선 카페
표선해수욕장 인근 카페(특정불명),표선,low,오션뷰,,,J_K14GsowFc,187,표선 카페
064knot,한림,high,디저트,인생케이크 언급,제주 제주시 한림읍 한림로 609,SrFxvaKAe_k,138484,애월 카페|한림 카페|한림 맛집|협재 카페|함덕 카페|월정리 카페|월정리 맛집|성산 카페|표선 카페|서귀포 카페|제주 오션뷰 카페|제주 감성 카페|제주 브런치 카페|제주 조용한 카페|곽지 카페
3인칭관찰자시점,한림,high,,영업시간이 본문에 명시되어 있음: 매일 11:00~18:00.,제주시 한경면 신청7길 24,H22M3OOfrtc,13072,제주 카페|한림 카페|협재 카페|제주시 카페|제주 감성 카페|제주 조용한 카페
Cafe064Knot,한림,low,디저트|아포가토,,,Q3WcCDNwU3s,473,한림 카페
rnr,한림,high,베이커리,,제주 제주시 한림읍 협재1길 29,gQSgtEjeMZA,19116,제주 베이커리 카페
rnr베이커리,한림,high,베이커리|오션뷰|주차편함|테이크아웃,"코너 쪽으로 비양도가 보이는 살짝 오션뷰가 있으며, 실내는 3~4인용 테이블 5개 정도로 넓지 않고 테이크아웃 손님이 많아 자리가 금방 찹니다. 소금빵 1개 2,800원, 소금빵 나오는 시간은 오전 10:30~11:00, 오후 약 12:00이며 커피는 아메리카노/라떼/오트라떼 3종류가 있습니다.",제주 제주시 한림읍 협재1길 29,vUooNxKDcmM,523,제주 베이커리 카페
